lang,version,uid,master,title,loc,loc2,uid3,master4,Category,loc6,loc7,uid8,master9,Subcategory,loc11,loc12,uid13,master14,Skill,loc16,description,loc17,code,uid18,master19,level,loc21,description22,loc23
en,6,07b893404de94e92b2d1c97adb3badf0,07b893404de94e92b2d1c97adb3badf0,Skills,yes,yes,3a13b0b9e12b4544acb033f03220ae4d,3a13b0b9e12b4544acb033f03220ae4d,Strategy and architecture,yes,yes,2cfbee5c0fae4115855df6ece0d7c919,2cfbee5c0fae4115855df6ece0d7c919,Business strategy and planning,yes,yes,68166414b98f4042ad110dcae7ead449,68166414b98f4042ad110dcae7ead449,Business risk management,yes,"The planning and implementation of organisation-wide processes and procedures for the management of risk to the success or integrity of the business, especially those arising from the use of information technology, reduction or non-availability of energy supply or inappropriate disposal of materials, hardware or data.",yes,BURM,ed4ec1b2dc3544899284122b6425bfe4,ed4ec1b2dc3544899284122b6425bfe4,7,yes,"Establishes strategy for addressing risks arising from business operations and change. Provides resources to implement the strategy, and delegates authority for detailed planning and execution of risk management activities.",yes
en,6,07b893404de94e92b2d1c97adb3badf0,07b893404de94e92b2d1c97adb3badf0,Skills,yes,yes,3a13b0b9e12b4544acb033f03220ae4d,3a13b0b9e12b4544acb033f03220ae4d,Strategy and architecture,yes,yes,2cfbee5c0fae4115855df6ece0d7c919,2cfbee5c0fae4115855df6ece0d7c919,Business strategy and planning,yes,yes,68166414b98f4042ad110dcae7ead449,68166414b98f4042ad110dcae7ead449,Business risk management,yes,"The planning and implementation of organisation-wide processes and procedures for the management of risk to the success or integrity of the business, especially those arising from the use of information technology, reduction or non-availability of energy supply or inappropriate disposal of materials, hardware or data.",yes,BURM,a2a7a53379724e938eb86add499fe134,a2a7a53379724e938eb86add499fe134,6,yes,"Plans and manages the implementation of organisation-wide processes and procedures, tools and techniques for the identification, assessment, and management of risk inherent in the operation of business processes and of potential risks arising from planned change.",yes
en,6,07b893404de94e92b2d1c97adb3badf0,07b893404de94e92b2d1c97adb3badf0,Skills,yes,yes,3a13b0b9e12b4544acb033f03220ae4d,3a13b0b9e12b4544acb033f03220ae4d,Strategy and architecture,yes,yes,2cfbee5c0fae4115855df6ece0d7c919,2cfbee5c0fae4115855df6ece0d7c919,Business strategy and planning,yes,yes,68166414b98f4042ad110dcae7ead449,68166414b98f4042ad110dcae7ead449,Business risk management,yes,"The planning and implementation of organisation-wide processes and procedures for the management of risk to the success or integrity of the business, especially those arising from the use of information technology, reduction or non-availability of energy supply or inappropriate disposal of materials, hardware or data.",yes,BURM,d5a2e3a2abba401198eff94c5a4d9cc6,d5a2e3a2abba401198eff94c5a4d9cc6,5,yes,"Carries out risk assessment within a defined functional or technical area of business. Uses consistent processes for identifying potential risk events, quantifying and documenting the probability of occurrence and the impact on the business. Refers to domain experts for guidance on specialised areas of risk, such as architecture and environment. Co-ordinates the development of countermeasures and contingency plans.",yes
en,6,07b893404de94e92b2d1c97adb3badf0,07b893404de94e92b2d1c97adb3badf0,Skills,yes,yes,3a13b0b9e12b4544acb033f03220ae4d,3a13b0b9e12b4544acb033f03220ae4d,Strategy and architecture,yes,yes,2cfbee5c0fae4115855df6ece0d7c919,2cfbee5c0fae4115855df6ece0d7c919,Business strategy and planning,yes,yes,68166414b98f4042ad110dcae7ead449,68166414b98f4042ad110dcae7ead449,Business risk management,yes,"The planning and implementation of organisation-wide processes and procedures for the management of risk to the success or integrity of the business, especially those arising from the use of information technology, reduction or non-availability of energy supply or inappropriate disposal of materials, hardware or data.",yes,BURM,6d718ea2b56441339bfc53f9e56b18c3,6d718ea2b56441339bfc53f9e56b18c3,4,yes,Investigates and reports on hazards and potential risk events within a specific function or business area.,yes
en,6,07b893404de94e92b2d1c97adb3badf0,07b893404de94e92b2d1c97adb3badf0,Skills,yes,yes,3a13b0b9e12b4544acb033f03220ae4d,3a13b0b9e12b4544acb033f03220ae4d,Strategy and architecture,yes,yes,2cfbee5c0fae4115855df6ece0d7c919,2cfbee5c0fae4115855df6ece0d7c919,Business strategy and planning,yes,yes,0c4738c9780f4b3c9e6381463fd2b851,0c4738c9780f4b3c9e6381463fd2b851,Sustainability strategy,yes,"The preparation of a sustainability strategy, taking into account any established corporate strategy, to be used as a basis for policies and planning, and covering both consumption and sources of supply of energy and materials. Evaluation and inclusion, as appropriate, of political, legislative, economic, social and technological factors. Identification of major external standards, practices or schemes to be adopted. Consultation with identified relevant parties, either internal or external. Obtaining agreement to the strategy and the commitment to act upon it.",yes,SUST,59cff945cdfa4dbe81def0a0e772afdd,59cff945cdfa4dbe81def0a0e772afdd,6,yes,"Provides leadership and guidelines on sustainability; leads in the development of a sustainability strategy for IT, encompassing sources of supply, control and measurement of in-house utilisation, procurement of resource-efficient products and services, and legislative factors.",yes
en,6,07b893404de94e92b2d1c97adb3badf0,07b893404de94e92b2d1c97adb3badf0,Skills,yes,yes,3a13b0b9e12b4544acb033f03220ae4d,3a13b0b9e12b4544acb033f03220ae4d,Strategy and architecture,yes,yes,2cfbee5c0fae4115855df6ece0d7c919,2cfbee5c0fae4115855df6ece0d7c919,Business strategy and planning,yes,yes,0c4738c9780f4b3c9e6381463fd2b851,0c4738c9780f4b3c9e6381463fd2b851,Sustainability strategy,yes,"The preparation of a sustainability strategy, taking into account any established corporate strategy, to be used as a basis for policies and planning, and covering both consumption and sources of supply of energy and materials. Evaluation and inclusion, as appropriate, of political, legislative, economic, social and technological factors. Identification of major external standards, practices or schemes to be adopted. Consultation with identified relevant parties, either internal or external. Obtaining agreement to the strategy and the commitment to act upon it.",yes,SUST,693f79c0073940558d135af6004630e9,693f79c0073940558d135af6004630e9,5,yes,"Contributes to strategy formation by providing in-depth analysis of one or more broad aspects of the organisation?s use of energy and materials, and by recommending elements of the strategy; provides in-depth advice in own area of expertise. Provides analysis of risks arising in the areas covered.",yes
en,6,07b893404de94e92b2d1c97adb3badf0,07b893404de94e92b2d1c97adb3badf0,Skills,yes,yes,3a13b0b9e12b4544acb033f03220ae4d,3a13b0b9e12b4544acb033f03220ae4d,Strategy and architecture,yes,yes,2cfbee5c0fae4115855df6ece0d7c919,2cfbee5c0fae4115855df6ece0d7c919,Business strategy and planning,yes,yes,0c4738c9780f4b3c9e6381463fd2b851,0c4738c9780f4b3c9e6381463fd2b851,Sustainability strategy,yes,"The preparation of a sustainability strategy, taking into account any established corporate strategy, to be used as a basis for policies and planning, and covering both consumption and sources of supply of energy and materials. Evaluation and inclusion, as appropriate, of political, legislative, economic, social and technological factors. Identification of major external standards, practices or schemes to be adopted. Consultation with identified relevant parties, either internal or external. Obtaining agreement to the strategy and the commitment to act upon it.",yes,SUST,0147ace4386449bbb101635983b4f4e1,0147ace4386449bbb101635983b4f4e1,4,yes,"Assesses and reports on how different tactical decisions affect organisational sustainability. Evaluates factors and risks (political, legislative, technological, economic, social) that impact on operational processes and strategic direction.",yes
en,6,07b893404de94e92b2d1c97adb3badf0,07b893404de94e92b2d1c97adb3badf0,Skills,yes,yes,3a13b0b9e12b4544acb033f03220ae4d,3a13b0b9e12b4544acb033f03220ae4d,Strategy and architecture,yes,yes,a55236c7c06f4a60b7ce8401bb8710b2,a55236c7c06f4a60b7ce8401bb8710b2,Technical strategy and planning,yes,yes,9397e02db6264c1399feacfa73117a1f,9397e02db6264c1399feacfa73117a1f,Emerging technology monitoring,yes,"The identification of new and emerging hardware, software and communication technologies and products, services, methods and techniques and the assessment of their relevance and potential value as business enablers, improvements in cost/performance or sustainability. The promotion of emerging technology awareness among staff and business management.",yes,EMRG,2e3bf9b7242643cc9c1eacbb723d8886,2e3bf9b7242643cc9c1eacbb723d8886,6,yes,"Co-ordinates the identification and assessment of new and emerging hardware, software and communication technologies, products, methods and techniques. Evaluates likely relevance of these for the organisation. Provides regular briefings to staff and management.",yes
en,6,07b893404de94e92b2d1c97adb3badf0,07b893404de94e92b2d1c97adb3badf0,Skills,yes,yes,3a13b0b9e12b4544acb033f03220ae4d,3a13b0b9e12b4544acb033f03220ae4d,Strategy and architecture,yes,yes,a55236c7c06f4a60b7ce8401bb8710b2,a55236c7c06f4a60b7ce8401bb8710b2,Technical strategy and planning,yes,yes,9397e02db6264c1399feacfa73117a1f,9397e02db6264c1399feacfa73117a1f,Emerging technology monitoring,yes,"The identification of new and emerging hardware, software and communication technologies and products, services, methods and techniques and the assessment of their relevance and potential value as business enablers, improvements in cost/performance or sustainability. The promotion of emerging technology awareness among staff and business management.",yes,EMRG,9bd16c7940664a9b9e597bb6c6e91261,9bd16c7940664a9b9e597bb6c6e91261,5,yes,"Monitors the market to gain knowledge and understanding of currently emerging technologies. Identifies new and emerging hardware and software technologies and products based on own area of expertise, assesses their relevance and potential value to the organisation, contributes to briefings of staff and management.",yes
en,6,07b893404de94e92b2d1c97adb3badf0,07b893404de94e92b2d1c97adb3badf0,Skills,yes,yes,3a13b0b9e12b4544acb033f03220ae4d,3a13b0b9e12b4544acb033f03220ae4d,Strategy and architecture,yes,yes,a55236c7c06f4a60b7ce8401bb8710b2,a55236c7c06f4a60b7ce8401bb8710b2,Technical strategy and planning,yes,yes,9397e02db6264c1399feacfa73117a1f,9397e02db6264c1399feacfa73117a1f,Emerging technology monitoring,yes,"The identification of new and emerging hardware, software and communication technologies and products, services, methods and techniques and the assessment of their relevance and potential value as business enablers, improvements in cost/performance or sustainability. The promotion of emerging technology awareness among staff and business management.",yes,EMRG,238675c0574c460196d2201e2da259ad,238675c0574c460196d2201e2da259ad,4,yes,"Maintains awareness of opportunities provided by new technology to address challenges or to enable new ways of working. Within own sphere of influence, works to further organisational goals, by the study and use of emerging technologies and products. Contributes to briefings and presentations about their relevance and potential value to the organisation.",yes
en,6,07b893404de94e92b2d1c97adb3badf0,07b893404de94e92b2d1c97adb3badf0,Skills,yes,yes,3a13b0b9e12b4544acb033f03220ae4d,3a13b0b9e12b4544acb033f03220ae4d,Strategy and architecture,yes,yes,a55236c7c06f4a60b7ce8401bb8710b2,a55236c7c06f4a60b7ce8401bb8710b2,Technical strategy and planning,yes,yes,8c96f4ac6df94e258fcea73c7bfe42bf,8c96f4ac6df94e258fcea73c7bfe42bf,Continuity management,yes,"The provision of service continuity planning and support. This includes the identification of information systems which support critical business processes, the assessment of risks to those systems' availability, integrity and confidentiality and the co-ordination of planning, designing, testing and maintenance procedures and contingency plans to address exposures and maintain agreed levels of continuity. This function should be performed as part of, or in close cooperation with, the function which plans business continuity for the whole organisation.",yes,COPL,2d339bebeba54565ba4252a6a6bf613c,2d339bebeba54565ba4252a6a6bf613c,5,yes,"Owns the service continuity planning process and leads the implementation of resulting plans. Coordinates the identification by specialists across the organisation of information and communication systems which support the critical business processes, and the assessment of risks to the availability, integrity, and confidentiality of those systems. Evaluates the critical risks associated with these systems and identifies priority areas for improvement. Coordinates the planning, designing, testing of maintenance procedures and contingency plans to address exposure to risk and ensure that agreed levels of continuity are maintained.",yes
en,6,07b893404de94e92b2d1c97adb3badf0,07b893404de94e92b2d1c97adb3badf0,Skills,yes,yes,3a13b0b9e12b4544acb033f03220ae4d,3a13b0b9e12b4544acb033f03220ae4d,Strategy and architecture,yes,yes,a55236c7c06f4a60b7ce8401bb8710b2,a55236c7c06f4a60b7ce8401bb8710b2,Technical strategy and planning,yes,yes,8c96f4ac6df94e258fcea73c7bfe42bf,8c96f4ac6df94e258fcea73c7bfe42bf,Continuity management,yes,"The provision of service continuity planning and support. This includes the identification of information systems which support critical business processes, the assessment of risks to those systems' availability, integrity and confidentiality and the co-ordination of planning, designing, testing and maintenance procedures and contingency plans to address exposures and maintain agreed levels of continuity. This function should be performed as part of, or in close cooperation with, the function which plans business continuity for the whole organisation.",yes,COPL,ca0bad72e2314fe5aca15b2d965b526a,ca0bad72e2314fe5aca15b2d965b526a,4,yes,Provides input to the service continuity planning process and implements resulting plans.,yes
en,6,07b893404de94e92b2d1c97adb3badf0,07b893404de94e92b2d1c97adb3badf0,Skills,yes,yes,3a13b0b9e12b4544acb033f03220ae4d,3a13b0b9e12b4544acb033f03220ae4d,Strategy and architecture,yes,yes,a55236c7c06f4a60b7ce8401bb8710b2,a55236c7c06f4a60b7ce8401bb8710b2,Technical strategy and planning,yes,yes,eebd88b45f8446a6919ea9cd801ce0fb,eebd88b45f8446a6919ea9cd801ce0fb,Sustainability management,yes,"The specification, planning and management of changes to assets, systems, processes or practices intended to reduce or constrain consumption and/or disposal of energy or materials, within the context of company strategy and policy, and regulatory and contractual requirements. The evaluation of changes to ensure that planned benefits have been obtained. The specification of remedial and process improvement actions in cases where planned benefits have not been obtained. The identification and planning of alternative sources of supply.",yes,SUMI,b438a7beebf04e01a89aa02413798857,b438a7beebf04e01a89aa02413798857,6,yes,"Establishes the overall approach to the incorporation of sustainability requirements and factors into the specification and design of systems and services; determines relevant methods and tools to be used to address energy efficiency issues in specification, design and operation.",yes
en,6,07b893404de94e92b2d1c97adb3badf0,07b893404de94e92b2d1c97adb3badf0,Skills,yes,yes,3a13b0b9e12b4544acb033f03220ae4d,3a13b0b9e12b4544acb033f03220ae4d,Strategy and architecture,yes,yes,a55236c7c06f4a60b7ce8401bb8710b2,a55236c7c06f4a60b7ce8401bb8710b2,Technical strategy and planning,yes,yes,eebd88b45f8446a6919ea9cd801ce0fb,eebd88b45f8446a6919ea9cd801ce0fb,Sustainability management,yes,"The specification, planning and management of changes to assets, systems, processes or practices intended to reduce or constrain consumption and/or disposal of energy or materials, within the context of company strategy and policy, and regulatory and contractual requirements. The evaluation of changes to ensure that planned benefits have been obtained. The specification of remedial and process improvement actions in cases where planned benefits have not been obtained. The identification and planning of alternative sources of supply.",yes,SUMI,75a0530e9f334d7ebd62e6c0175f4a4f,75a0530e9f334d7ebd62e6c0175f4a4f,5,yes,"Plans and implements new practices that ensure that sustainability matters are appropriately addressed in specification, design and operation of systems and services. Recommends methods, tools and practices to be used. Establishes organisation-wide practices for the disposal of materials. Sets standards for the conformance of components and services to efficient use of energy and materials.",yes
en,6,07b893404de94e92b2d1c97adb3badf0,07b893404de94e92b2d1c97adb3badf0,Skills,yes,yes,3a13b0b9e12b4544acb033f03220ae4d,3a13b0b9e12b4544acb033f03220ae4d,Strategy and architecture,yes,yes,a55236c7c06f4a60b7ce8401bb8710b2,a55236c7c06f4a60b7ce8401bb8710b2,Technical strategy and planning,yes,yes,a1838b8785fd4586ac820faa373a4c72,a1838b8785fd4586ac820faa373a4c72,Network planning,yes,"The creation and maintenance of overall network plans, encompassing the communication of data, voice, text and image, in the support of an organisation's business strategy. This includes participation in the creation of service level agreements and the planning of all aspects of infrastructure necessary to ensure provision of network services to meet such agreements. Physical implementation may include copper wire, fibre-optic, wireless, or any other technology.",yes,NTPL,fbdb22273c0c46f6a44c31786b0fd37d,fbdb22273c0c46f6a44c31786b0fd37d,6,yes,"Creates and maintains overall network plans to support the organisation's business strategy, agrees service level agreements with customers and plans all aspects of the infrastructure necessary to ensure provision of network services to meet such agreements.",yes
en,6,07b893404de94e92b2d1c97adb3badf0,07b893404de94e92b2d1c97adb3badf0,Skills,yes,yes,3a13b0b9e12b4544acb033f03220ae4d,3a13b0b9e12b4544acb033f03220ae4d,Strategy and architecture,yes,yes,a55236c7c06f4a60b7ce8401bb8710b2,a55236c7c06f4a60b7ce8401bb8710b2,Technical strategy and planning,yes,yes,a1838b8785fd4586ac820faa373a4c72,a1838b8785fd4586ac820faa373a4c72,Network planning,yes,"The creation and maintenance of overall network plans, encompassing the communication of data, voice, text and image, in the support of an organisation's business strategy. This includes participation in the creation of service level agreements and the planning of all aspects of infrastructure necessary to ensure provision of network services to meet such agreements. Physical implementation may include copper wire, fibre-optic, wireless, or any other technology.",yes,NTPL,61bb022e17e4461888a032401e55f32d,61bb022e17e4461888a032401e55f32d,5,yes,"Creates and maintains network plans for own area of responsibility, contributes to setting service level agreements, and plans the infrastructure necessary to provide the network services to meet such agreements.",yes
en,6,07b893404de94e92b2d1c97adb3badf0,07b893404de94e92b2d1c97adb3badf0,Skills,yes,yes,3a13b0b9e12b4544acb033f03220ae4d,3a13b0b9e12b4544acb033f03220ae4d,Strategy and architecture,yes,yes,a55236c7c06f4a60b7ce8401bb8710b2,a55236c7c06f4a60b7ce8401bb8710b2,Technical strategy and planning,yes,yes,f0d8a6a17e744150b606fa980ec4e4dd,f0d8a6a17e744150b606fa980ec4e4dd,Solution architecture,yes,"The design and communication of high-level structures to enable and guide the design and development of integrated solutions that meet current and future business needs. In addition to technology components, solution architecture encompasses changes to service, process, organisation, and operating models. Architecture definition must demonstrate how requirements (such as automation of business processes) are met, any requirements which are not fully met, and any options or considerations which require a business decision. The provision of comprehensive guidance on the development of, and modifications to, solution components to ensure that they take account of relevant architectures, strategies, policies, standards and practices (including security) and that existing and planned solution components remain compatible.",yes,ARCH,fa83b0abaa544dd3b031cb293a685bb0,fa83b0abaa544dd3b031cb293a685bb0,6,yes,"Leads the development of architectures for complex systems, ensuring consistency with specified requirements agreed with both external, and internal customers. Takes full responsibility for the balance between functional, service quality and systems management requirements within a significant area of the organisation. Establishes policy and strategy for the selection of systems architecture components, and co-ordinates design activities, promoting the discipline to ensure consistency. Ensures that appropriate standards (corporate, industry, national and international) are adhered to. Within a business change programme, manages the target design, policies and standards, working proactively to maintain a stable, viable architecture and ensure consistency of design across projects within the programme.",yes
en,6,07b893404de94e92b2d1c97adb3badf0,07b893404de94e92b2d1c97adb3badf0,Skills,yes,yes,3a13b0b9e12b4544acb033f03220ae4d,3a13b0b9e12b4544acb033f03220ae4d,Strategy and architecture,yes,yes,a55236c7c06f4a60b7ce8401bb8710b2,a55236c7c06f4a60b7ce8401bb8710b2,Technical strategy and planning,yes,yes,f0d8a6a17e744150b606fa980ec4e4dd,f0d8a6a17e744150b606fa980ec4e4dd,Solution architecture,yes,"The design and communication of high-level structures to enable and guide the design and development of integrated solutions that meet current and future business needs. In addition to technology components, solution architecture encompasses changes to service, process, organisation, and operating models. Architecture definition must demonstrate how requirements (such as automation of business processes) are met, any requirements which are not fully met, and any options or considerations which require a business decision. The provision of comprehensive guidance on the development of, and modifications to, solution components to ensure that they take account of relevant architectures, strategies, policies, standards and practices (including security) and that existing and planned solution components remain compatible.",yes,ARCH,379f09835f144cb493892708efbca35f,379f09835f144cb493892708efbca35f,5,yes,"Uses appropriate tools, including logical models of components and interfaces, to contribute to the development of systems architectures in specific business or functional areas. Produces detailed component specifications and translates these into detailed designs for implementation using selected products. Within a business change programme, assists in the preparation of technical plans and cooperates with business assurance and project staff to ensure that appropriate technical resources are made available. Provides advice on technical aspects of system development and integration (including requests for changes, deviations from specifications, etc.) and ensures that relevant technical strategies, policies, standards and practices (including security) are applied correctly.",yes
en,6,07b893404de94e92b2d1c97adb3badf0,07b893404de94e92b2d1c97adb3badf0,Skills,yes,yes,3a13b0b9e12b4544acb033f03220ae4d,3a13b0b9e12b4544acb033f03220ae4d,Strategy and architecture,yes,yes,a55236c7c06f4a60b7ce8401bb8710b2,a55236c7c06f4a60b7ce8401bb8710b2,Technical strategy and planning,yes,yes,cc9a9647253545f4b33d4665eb7550fa,cc9a9647253545f4b33d4665eb7550fa,Data management,yes,"The management of practices and processes to ensure the security, integrity, safety and availability of all forms of data and data structures that make up the organisation?s information. The management of data and information in all its forms and the analysis of information structure (including logical analysis of taxonomies, data and metadata). The development of innovative ways of managing the information assets of the organisation.",yes,DATM,8a67818ecd894a479401e87e42251f81,8a67818ecd894a479401e87e42251f81,6,yes,"From an understanding of current and future business, derives an overall strategy of data management, within an established information architecture (including both structured and unstructured data), that supports the development and secure operation of existing and new information and digital services. Takes overall responsibility for planning effective data storage, security, sharing and publishing within the organisation. Plans establishes and manages processes to access and independently validate external information from multiple sources, on a regular and consistent basis.",yes
en,6,07b893404de94e92b2d1c97adb3badf0,07b893404de94e92b2d1c97adb3badf0,Skills,yes,yes,3a13b0b9e12b4544acb033f03220ae4d,3a13b0b9e12b4544acb033f03220ae4d,Strategy and architecture,yes,yes,a55236c7c06f4a60b7ce8401bb8710b2,a55236c7c06f4a60b7ce8401bb8710b2,Technical strategy and planning,yes,yes,cc9a9647253545f4b33d4665eb7550fa,cc9a9647253545f4b33d4665eb7550fa,Data management,yes,"The management of practices and processes to ensure the security, integrity, safety and availability of all forms of data and data structures that make up the organisation?s information. The management of data and information in all its forms and the analysis of information structure (including logical analysis of taxonomies, data and metadata). The development of innovative ways of managing the information assets of the organisation.",yes,DATM,47447e391dfb450d9dc1c2189c9f2dac,47447e391dfb450d9dc1c2189c9f2dac,5,yes,"Plans effective data storage, sharing and publishing within the organisation. Independently validates external information from multiple sources. Assesses issues which might prevent the organisation from making maximum use of its information assets. Where possible, derives data management structures to support consistency of information retrieval, combination, analysis, pattern recognition and interpretation, throughout the organisation. Devises and implements data management processes, including classification, security, retrieval and retention processes.",yes
en,6,07b893404de94e92b2d1c97adb3badf0,07b893404de94e92b2d1c97adb3badf0,Skills,yes,yes,3a13b0b9e12b4544acb033f03220ae4d,3a13b0b9e12b4544acb033f03220ae4d,Strategy and architecture,yes,yes,a55236c7c06f4a60b7ce8401bb8710b2,a55236c7c06f4a60b7ce8401bb8710b2,Technical strategy and planning,yes,yes,cc9a9647253545f4b33d4665eb7550fa,cc9a9647253545f4b33d4665eb7550fa,Data management,yes,"The management of practices and processes to ensure the security, integrity, safety and availability of all forms of data and data structures that make up the organisation?s information. The management of data and information in all its forms and the analysis of information structure (including logical analysis of taxonomies, data and metadata). The development of innovative ways of managing the information assets of the organisation.",yes,DATM,52a35c0883f44d10ade0763cdd56ff74,52a35c0883f44d10ade0763cdd56ff74,4,yes,"Takes responsibility for the accessibility, retrievability and security of specific subsets of data. Assesses the integrity of data from multiple sources (including, for example, from sensors  measurement systems). Provides advice on the transformation of data/information from one format/medium to another, where appropriate. Maintains and implements information handling procedures. Enables the availability, integrity and searchability of information through the application of formal data structures and protection measures. Manipulates specific data from information services, to satisfy local or specific information needs.",yes
en,6,07b893404de94e92b2d1c97adb3badf0,07b893404de94e92b2d1c97adb3badf0,Skills,yes,yes,3a13b0b9e12b4544acb033f03220ae4d,3a13b0b9e12b4544acb033f03220ae4d,Strategy and architecture,yes,yes,a55236c7c06f4a60b7ce8401bb8710b2,a55236c7c06f4a60b7ce8401bb8710b2,Technical strategy and planning,yes,yes,cc9a9647253545f4b33d4665eb7550fa,cc9a9647253545f4b33d4665eb7550fa,Data management,yes,"The management of practices and processes to ensure the security, integrity, safety and availability of all forms of data and data structures that make up the organisation?s information. The management of data and information in all its forms and the analysis of information structure (including logical analysis of taxonomies, data and metadata). The development of innovative ways of managing the information assets of the organisation.",yes,DATM,ce296a32219549d3bbd816adfcf9dedb,ce296a32219549d3bbd816adfcf9dedb,3,yes,"Applies ethical and robust techniques in the transformation of data from one format/medium to another, in line with organisational policies and procedures and being sensitive to risks around the use of information.",yes
en,6,07b893404de94e92b2d1c97adb3badf0,07b893404de94e92b2d1c97adb3badf0,Skills,yes,yes,3a13b0b9e12b4544acb033f03220ae4d,3a13b0b9e12b4544acb033f03220ae4d,Strategy and architecture,yes,yes,a55236c7c06f4a60b7ce8401bb8710b2,a55236c7c06f4a60b7ce8401bb8710b2,Technical strategy and planning,yes,yes,cc9a9647253545f4b33d4665eb7550fa,cc9a9647253545f4b33d4665eb7550fa,Data management,yes,"The management of practices and processes to ensure the security, integrity, safety and availability of all forms of data and data structures that make up the organisation?s information. The management of data and information in all its forms and the analysis of information structure (including logical analysis of taxonomies, data and metadata). The development of innovative ways of managing the information assets of the organisation.",yes,DATM,c3353eff45fb43089007b58e4cd1e6ae,c3353eff45fb43089007b58e4cd1e6ae,2,yes,"Assists in providing accessibility, retrievability, security and protection of data in an ethical manner.",yes
en,6,07b893404de94e92b2d1c97adb3badf0,07b893404de94e92b2d1c97adb3badf0,Skills,yes,yes,3a13b0b9e12b4544acb033f03220ae4d,3a13b0b9e12b4544acb033f03220ae4d,Strategy and architecture,yes,yes,a55236c7c06f4a60b7ce8401bb8710b2,a55236c7c06f4a60b7ce8401bb8710b2,Technical strategy and planning,yes,yes,267d3ba190d740a180c02c37d02ff643,267d3ba190d740a180c02c37d02ff643,Methods and tools,yes,"Ensuring that appropriate methods and tools for the planning, development, testing, operation, management and maintenance of systems are adopted and used effectively throughout the organisation.",yes,METL,f5d591a64837434aa9b688d09c930200,f5d591a64837434aa9b688d09c930200,6,yes,"Sets direction and leads in the introduction and use of techniques, methodologies and tools, to match overall business requirements (both current and future), ensuring consistency across all user groups.",yes
en,6,07b893404de94e92b2d1c97adb3badf0,07b893404de94e92b2d1c97adb3badf0,Skills,yes,yes,3a13b0b9e12b4544acb033f03220ae4d,3a13b0b9e12b4544acb033f03220ae4d,Strategy and architecture,yes,yes,a55236c7c06f4a60b7ce8401bb8710b2,a55236c7c06f4a60b7ce8401bb8710b2,Technical strategy and planning,yes,yes,267d3ba190d740a180c02c37d02ff643,267d3ba190d740a180c02c37d02ff643,Methods and tools,yes,"Ensuring that appropriate methods and tools for the planning, development, testing, operation, management and maintenance of systems are adopted and used effectively throughout the organisation.",yes,METL,eefc10cb5ddc447a9153c8113d52aed3,eefc10cb5ddc447a9153c8113d52aed3,5,yes,"Promotes and ensures use of appropriate techniques, methodologies and tools.",yes
en,6,07b893404de94e92b2d1c97adb3badf0,07b893404de94e92b2d1c97adb3badf0,Skills,yes,yes,3a13b0b9e12b4544acb033f03220ae4d,3a13b0b9e12b4544acb033f03220ae4d,Strategy and architecture,yes,yes,a55236c7c06f4a60b7ce8401bb8710b2,a55236c7c06f4a60b7ce8401bb8710b2,Technical strategy and planning,yes,yes,267d3ba190d740a180c02c37d02ff643,267d3ba190d740a180c02c37d02ff643,Methods and tools,yes,"Ensuring that appropriate methods and tools for the planning, development, testing, operation, management and maintenance of systems are adopted and used effectively throughout the organisation.",yes,METL,1944bfb800ef40999cf27380f035b717,1944bfb800ef40999cf27380f035b717,4,yes,Provides expertise and support on use of methods and tools.,yes
en,6,07b893404de94e92b2d1c97adb3badf0,07b893404de94e92b2d1c97adb3badf0,Skills,yes,yes,c4564196f5e84515aa7ec9cb452a47ce,c4564196f5e84515aa7ec9cb452a47ce,Change and transformation,yes,yes,0b441158f4aa44629dee0fc61ccdfec9,0b441158f4aa44629dee0fc61ccdfec9,Business change implementation,yes,yes,b2dbcccb3ec54f5c838df579bd6df57c,b2dbcccb3ec54f5c838df579bd6df57c,Portfolio management,yes,"The development and application of a systematic management framework to define and deliver a portfolio of programmes, projects and/or ongoing services, in support of specific business strategies and objectives. Includes the implementation of a strategic investment appraisal and decision making process based on a clear understanding of cost, risk, inter-dependencies, and impact on existing business activities, enabling measurement and objective evaluation of potential changes and the benefits to be realised. The prioritisation of resource utilisation and changes to be implemented. The regular review of portfolios. The management of the service pipeline (proposed or in development), service catalogue (live or available for deployment) and retired services.",yes,POMG,b9562748f375486381a266f3420de6bc,b9562748f375486381a266f3420de6bc,7,yes,"Leads the definition, implementation and review of the organisation?s portfolio management framework. Authorises the structure of portfolios and is responsible for alignment with business strategy  objectives and with emerging IT and digital opportunities. Sets parameters for the prioritisation of resources and the changes to be implemented. Recommends and implements corrective action by engaging and influencing senior management. Leads the on-going monitoring and review of portfolios for impact on current business activities and the strategic benefits to be realised. Is responsible for implementing effective portfolio governance arrangements supported by effective reporting.",yes
